#node	identifier	node_degree
GTF2IRD1	9606.ENSP00000397566	0
GTF3A	9606.ENSP00000370532	1
GTPBP2	9606.ENSP00000303997	0
GUCY1A1	9606.ENSP00000296518	1
GUCY1A2	9606.ENSP00000282249	1
GYS2	9606.ENSP00000261195	1
GZMA	9606.ENSP00000274306	0
GZMB	9606.ENSP00000216341	0
GZMK	9606.ENSP00000231009	0
H2AC6	9606.ENSP00000367022	11
H2BC12	9606.ENSP00000349430	13
H7C0V5_HUMAN	9606.ENSP00000432016	0
HAND1	9606.ENSP00000231121	0
HAND2	9606.ENSP00000352565	1
HAPLN1	9606.ENSP00000274341	0
HBP1	9606.ENSP00000222574	0
HDGFL1	9606.ENSP00000442129	0
HECTD1	9606.ENSP00000382269	2
HECTD2	9606.ENSP00000401023	0
HECTD4	9606.ENSP00000366783	0
HELZ	9606.ENSP00000464512	1
HES1	9606.ENSP00000232424	1
HEXA	9606.ENSP00000455114	0
HEY2	9606.ENSP00000357348	0
HGD	9606.ENSP00000283871	0
HHEX	9606.ENSP00000282728	0
HIC2	9606.ENSP00000387757	0
HIF1A	9606.ENSP00000437955	10
HLA-DMA	9606.ENSP00000363976	12
HLA-DMB	9606.ENSP00000398890	11
HLA-DOA	9606.ENSP00000229829	11
HLA-DPA1	9606.ENSP00000393566	21
HLA-DPB1	9606.ENSP00000408146	20
HLA-DQA1	9606.ENSP00000339398	20
HLA-DQB1	9606.ENSP00000364080	20
HLA-DRA	9606.ENSP00000378786	22
HLA-DRB1	9606.ENSP00000353099	21
HLA-DRB5	9606.ENSP00000364114	20
HLA-F	9606.ENSP00000259951	19
HLF	9606.ENSP00000226067	0
HLX	9606.ENSP00000355870	1
HMHB1	9606.ENSP00000289448	0
HNF1B	9606.ENSP00000480291	0
HNRNPD	9606.ENSP00000313199	2
HOMER1	9606.ENSP00000334382	9
HOXA13	9606.ENSP00000497112	0
HOXB1	9606.ENSP00000355140	0
HOXC13	9606.ENSP00000243056	0
HOXD4	9606.ENSP00000302548	0
HPS4	9606.ENSP00000381213	0
HRG	9606.ENSP00000232003	0
HRH1	9606.ENSP00000380247	1
HRH3	9606.ENSP00000342560	0
HSD11B2	9606.ENSP00000316786	1
HSD17B6	9606.ENSP00000451406	1
HSPB2	9606.ENSP00000302476	1
HSPB3	9606.ENSP00000303394	1
HTR1A	9606.ENSP00000316244	1
HTR2B	9606.ENSP00000258400	1
HTRA3	9606.ENSP00000303766	0
HUS1	9606.ENSP00000258774	0
HUWE1	9606.ENSP00000340648	5
HYAL1	9606.ENSP00000266031	0
HYDIN	9606.ENSP00000377197	0
IAPP	9606.ENSP00000240652	1
IBSP	9606.ENSP00000226284	0
ICOS	9606.ENSP00000319476	1
ID3	9606.ENSP00000363689	1
IDS	9606.ENSP00000339801	1
IFI27	9606.ENSP00000483430	0
IFI30	9606.ENSP00000384886	0
IFI35	9606.ENSP00000395590	2
IFI44L	9606.ENSP00000359787	0
IFITM1	9606.ENSP00000330825	1
IFNA10	9606.ENSP00000369566	0
IFNB1	9606.ENSP00000369581	0
IFNG	9606.ENSP00000229135	0
IFNW1	9606.ENSP00000369578	0
IFT140	9606.ENSP00000406012	4
IFT81	9606.ENSP00000242591	3
IGF2R	9606.ENSP00000349437	7
IGFBP1	9606.ENSP00000275525	1
IGFBP4	9606.ENSP00000269593	1
IGFBPL1	9606.ENSP00000366923	1
IGSF3	9606.ENSP00000358495	1
IGSF9B	9606.ENSP00000436552	0
IKZF1	9606.ENSP00000331614	0
IL10RA	9606.ENSP00000227752	0
IL12A	9606.ENSP00000303231	3
IL12B	9606.ENSP00000231228	2
IL12RB2	9606.ENSP00000262345	3
IL13	9606.ENSP00000304915	2
IL13RA1	9606.ENSP00000360730	1
IL13RA2	9606.ENSP00000361004	1
IL15	9606.ENSP00000296545	1
IL16	9606.ENSP00000302935	1
IL17D	9606.ENSP00000302924	0
IL17RD	9606.ENSP00000296318	0
IL18RAP	9606.ENSP00000264260	0
IL1RAP	9606.ENSP00000314807	3
IL1RAPL2	9606.ENSP00000361663	1
IL1RL1	9606.ENSP00000233954	1
IL1RL2	9606.ENSP00000264257	1
IL2	9606.ENSP00000226730	5
IL20	9606.ENSP00000356065	3
IL20RA	9606.ENSP00000314976	3
IL20RB	9606.ENSP00000328133	3
IL24	9606.ENSP00000375795	3
IL2RB	9606.ENSP00000216223	6
IL37	9606.ENSP00000263326	3
IL3RA	9606.ENSP00000327890	3
IL5	9606.ENSP00000231454	3
IL6ST	9606.ENSP00000370698	6
IL7R	9606.ENSP00000306157	6
IMPG1	9606.ENSP00000358966	0
INA	9606.ENSP00000358865	2
INPP4A	9606.ENSP00000074304	0
INSL4	9606.ENSP00000239316	0
INSL5	9606.ENSP00000302724	0
INVS	9606.ENSP00000262457	0
IPO11	9606.ENSP00000386992	1
IPO5	9606.ENSP00000261574	1
IQCF3	9606.ENSP00000409373	0
IQCN	9606.ENSP00000376213	0
IQGAP1	9606.ENSP00000268182	7
IRF4	9606.ENSP00000370343	0
IRF7	9606.ENSP00000380697	1
IRS4	9606.ENSP00000361202	1
ISCU	9606.ENSP00000310623	1
ISG15	9606.ENSP00000496832	5
ISG20	9606.ENSP00000306565	0
ITFG1	9606.ENSP00000319918	0
ITGA10	9606.ENSP00000358310	6
ITGA5	9606.ENSP00000293379	7
ITGAL	9606.ENSP00000349252	5
ITGAM	9606.ENSP00000496959	6
ITGB2	9606.ENSP00000380948	8
ITGB7	9606.ENSP00000267082	7
ITK	9606.ENSP00000398655	15
ITM2B	9606.ENSP00000497221	0
ITPKB	9606.ENSP00000411152	1
ITPR1	9606.ENSP00000306253	1
ITPR3	9606.ENSP00000363435	3
ITSN1	9606.ENSP00000370719	7
JAG2	9606.ENSP00000328169	1
JAKMIP2	9606.ENSP00000479248	1
JHY	9606.ENSP00000227349	0
JPH3	9606.ENSP00000284262	2
KALRN	9606.ENSP00000240874	0
KATNAL1	9606.ENSP00000369989	0
KCNJ16	9606.ENSP00000465295	5
KCNK10	9606.ENSP00000312811	1
KCNK9	9606.ENSP00000498198	1
KCNMB3	9606.ENSP00000319370	0
KCNQ1	9606.ENSP00000155840	2
KCNQ5	9606.ENSP00000345055	4
KCNS3	9606.ENSP00000385968	0
KCTD6	9606.ENSP00000347188	1
KCTD7	9606.ENSP00000492240	1
KDM4C	9606.ENSP00000370710	2
KHDC1	9606.ENSP00000359411	0
KHDRBS3	9606.ENSP00000348108	1
KIAA0408	9606.ENSP00000435150	0
KIAA1109	9606.ENSP00000264501	0
KIAA1217	9606.ENSP00000365637	0
KIF1C	9606.ENSP00000320821	5
KIF26B	9606.ENSP00000385545	4
KIF27	9606.ENSP00000297814	4
KIF3A	9606.ENSP00000385808	7
KIN	9606.ENSP00000368881	1
KLC1	9606.ENSP00000414982	7
KLF10	9606.ENSP00000285407	1
KLF15	9606.ENSP00000296233	0
KLF8	9606.ENSP00000417303	0
KLHDC4	9606.ENSP00000270583	0
KLHDC9	9606.ENSP00000356990	0
KLHL14	9606.ENSP00000352314	1
KLHL24	9606.ENSP00000395012	3
KLHL28	9606.ENSP00000347193	3
KLHL41	9606.ENSP00000284669	3
KLHL5	9606.ENSP00000423897	1
KLK10	9606.ENSP00000311746	0
KLRB1	9606.ENSP00000229402	2
KLRC1	9606.ENSP00000438038	5
KLRC2	9606.ENSP00000371327	9
KLRC4	9606.ENSP00000310216	3
KLRD1	9606.ENSP00000338130	9
KLRF1	9606.ENSP00000483713	1
KLRG1	9606.ENSP00000266551	0
KLRK1	9606.ENSP00000240618	8
KMT2E	9606.ENSP00000312379	0
KRAS	9606.ENSP00000256078	6
KRT27	9606.ENSP00000301656	0
KRT85	9606.ENSP00000257901	0
KRTCAP3	9606.ENSP00000442400	0
KSR1	9606.ENSP00000381958	2
KYNU	9606.ENSP00000264170	0
LAMB1	9606.ENSP00000222399	9
LAMC2	9606.ENSP00000264144	4
LAMC3	9606.ENSP00000354360	6
LAPTM5	9606.ENSP00000294507	0
LARGE2	9606.ENSP00000385235	0
LARP6	9606.ENSP00000299213	0
LAT2	9606.ENSP00000381492	1
LCK	9606.ENSP00000477713	30
LCMT2	9606.ENSP00000307214	0
LCORL	9606.ENSP00000371661	1
LCT	9606.ENSP00000264162	0
LDB3	9606.ENSP00000401437	2
LECT2	9606.ENSP00000274507	0
LEF1	9606.ENSP00000265165	11
LEMD1	9606.ENSP00000356121	0
LEP	9606.ENSP00000312652	2
LGALS1	9606.ENSP00000215909	1
LGALS2	9606.ENSP00000215886	1
LGALS3	9606.ENSP00000254301	2
LGR5	9606.ENSP00000266674	0
LHFPL3	9606.ENSP00000393128	0
LIF	9606.ENSP00000249075	4
LIFR	9606.ENSP00000398368	4
LILRB2	9606.ENSP00000375629	3
LIN28B	9606.ENSP00000344401	0
LINGO2	9606.ENSP00000369328	0
LIPC	9606.ENSP00000299022	4
LIPG	9606.ENSP00000261292	2
LITAF	9606.ENSP00000459533	0
LLCFC1	9606.ENSP00000386450	0
LMCD1	9606.ENSP00000157600	0
LMO4	9606.ENSP00000359575	0
LNP1	9606.ENSP00000373191	0
LNPEP	9606.ENSP00000231368	3
LOXL2	9606.ENSP00000373783	0
LPAR6	9606.ENSP00000367691	2
LPCAT4	9606.ENSP00000317300	0
LPP	9606.ENSP00000491657	0
LPXN	9606.ENSP00000431284	2
LRATD1	9606.ENSP00000295092	0
LRCH1	9606.ENSP00000374447	2
LRCH3	9606.ENSP00000399751	2
LRIG1	9606.ENSP00000273261	4
LRIG2	9606.ENSP00000355396	1
LRIT1	9606.ENSP00000361177	0
LRP1	9606.ENSP00000243077	1
LRP1B	9606.ENSP00000374135	0
LRP2	9606.ENSP00000496870	2
LRP2BP	9606.ENSP00000332681	0
LRP6	9606.ENSP00000261349	4
LRRC28	9606.ENSP00000304923	0
LRRC34	9606.ENSP00000414635	0
LRRC37A2	9606.ENSP00000459551	0
LRRC46	9606.ENSP00000269025	1
LRRC8C	9606.ENSP00000359483	0
LRRN2	9606.ENSP00000356143	0
LRTOMT	9606.ENSP00000305742	0
LST1	9606.ENSP00000365261	0
LUC7L3	9606.ENSP00000376919	2
LUZP4	9606.ENSP00000360988	1
LY6D	9606.ENSP00000301263	0
LY6G6E	9606.ENSP00000372910	0
LY6H	9606.ENSP00000399485	0
LY86	9606.ENSP00000369286	0
LY9	9606.ENSP00000263285	1
LYG1	9606.ENSP00000386923	0
LYST	9606.ENSP00000374443	0
LZTS1	9606.ENSP00000370981	1
MAATS1	9606.ENSP00000273390	0
MACF1	9606.ENSP00000354573	0
MAF	9606.ENSP00000327048	0
MAGEA1	9606.ENSP00000349085	0
MAGEA6	9606.ENSP00000480637	0
MAGEA8	9606.ENSP00000438293	0
MAGEB1	9606.ENSP00000368264	0
MAGEL2	9606.ENSP00000497810	1
MAGI1	9606.ENSP00000385450	4
MAL2	9606.ENSP00000479708	0
MALT1	9606.ENSP00000497997	2
MAMDC2	9606.ENSP00000366387	0
MAN1C1	9606.ENSP00000363452	0
MANEAL	9606.ENSP00000362136	0
MAP10	9606.ENSP00000403208	0
MAP1B	9606.ENSP00000296755	0
MAP3K1	9606.ENSP00000382423	1
MAP3K7CL	9606.ENSP00000382828	0
MAP4K3	9606.ENSP00000263881	0
MAP4K4	9606.ENSP00000343658	3
MAP6	9606.ENSP00000307093	0
MAPKBP1	9606.ENSP00000393099	0
MARCHF6	9606.ENSP00000274140	1
MARCKS	9606.ENSP00000478061	1
MAS1	9606.ENSP00000501180	0
MASP2	9606.ENSP00000383690	3
MATN1	9606.ENSP00000362870	0
MATN3	9606.ENSP00000383894	0
MAX	9606.ENSP00000351490	4
MB21D2	9606.ENSP00000376246	0
MBP	9606.ENSP00000380958	2
MBTD1	9606.ENSP00000468304	5
MCAM	9606.ENSP00000264036	1
MCEMP1	9606.ENSP00000329920	0
MCHR2	9606.ENSP00000281806	0
MDFI	9606.ENSP00000230321	2
MDM2	9606.ENSP00000258149	12
MDM4	9606.ENSP00000356150	5
ME1	9606.ENSP00000358719	1
ME3	9606.ENSP00000440246	1
MED14	9606.ENSP00000323720	8
MEF2A	9606.ENSP00000453095	4
MEF2B	9606.ENSP00000402154	4
MEI1	9606.ENSP00000384115	0
MEP1A	9606.ENSP00000230588	3
MEP1B	9606.ENSP00000269202	3
MEPE	9606.ENSP00000378534	1
MESP1	9606.ENSP00000300057	0
METTL21C	9606.ENSP00000267273	0
MFF	9606.ENSP00000302037	2
MFHAS1	9606.ENSP00000276282	1
MFSD1	9606.ENSP00000484175	0
MFSD4A	9606.ENSP00000356115	0
MFSD6	9606.ENSP00000376141	0
MGAT4A	9606.ENSP00000264968	0
MGP	9606.ENSP00000228938	0
MIB1	9606.ENSP00000261537	1
MID2	9606.ENSP00000262843	0
MLLT11	9606.ENSP00000357917	1
MLNR	9606.ENSP00000218721	0
MLXIP	9606.ENSP00000312834	0
MME	9606.ENSP00000418525	4
MMP10	9606.ENSP00000279441	1
MMP13	9606.ENSP00000260302	1
MMP19	9606.ENSP00000313437	0
MMP2	9606.ENSP00000219070	2
MN1	9606.ENSP00000304956	0
MNX1	9606.ENSP00000252971	0
MOB3B	9606.ENSP00000262244	0
MOV10L1	9606.ENSP00000262794	1
MOXD1	9606.ENSP00000356940	0
MPG	9606.ENSP00000219431	0
MPHOSPH9	9606.ENSP00000475489	0
MRC1	9606.ENSP00000455897	1
MRGPRF	9606.ENSP00000403660	0
MRPL16	9606.ENSP00000300151	1
MS4A1	9606.ENSP00000433277	0
MS4A14	9606.ENSP00000433761	0
MS4A5	9606.ENSP00000300190	0
MS4A7	9606.ENSP00000300184	0
MSC	9606.ENSP00000321445	0
MSI2	9606.ENSP00000284073	0
MSL3	9606.ENSP00000312244	4
MST1R	9606.ENSP00000296474	1
MTA3	9606.ENSP00000385823	4
MTERF2	9606.ENSP00000447651	0
MTHFSD	9606.ENSP00000354152	0
MTMR10	9606.ENSP00000402537	1
MTMR2	9606.ENSP00000345752	1
MTMR8	9606.ENSP00000363985	0
MTUS2	9606.ENSP00000498251	0
MUC13	9606.ENSP00000485028	1
MUC4	9606.ENSP00000417498	0
MVP	9606.ENSP00000378760	1
MX1	9606.ENSP00000381601	2
MXRA5	9606.ENSP00000217939	0
MXRA7	9606.ENSP00000465103	0
MYBL1	9606.ENSP00000429633	0
MYBPC2	9606.ENSP00000350332	1
MYCBP2	9606.ENSP00000444596	1
MYF6	9606.ENSP00000228641	4
MYH15	9606.ENSP00000273353	3
MYH4	9606.ENSP00000255381	4
MYL12A	9606.ENSP00000464359	6
MYL7	9606.ENSP00000223364	3
MYL9	9606.ENSP00000279022	6
MYO15A	9606.ENSP00000495481	5
MYO1B	9606.ENSP00000376132	0
MYO1F	9606.ENSP00000494550	0
MYOF	9606.ENSP00000352208	0
MYOM1	9606.ENSP00000348821	0
N4BP2	9606.ENSP00000261435	0
N4BP2L2	9606.ENSP00000382328	0
NAA25	9606.ENSP00000261745	1
NAAA	9606.ENSP00000286733	0
NAV1	9606.ENSP00000356265	0
NAV2	9606.ENSP00000379396	0
NCAM1	9606.ENSP00000480132	6
NCF1	9606.ENSP00000289473	4
NCOA3	9606.ENSP00000361066	7
NCR1	9606.ENSP00000291890	3
NCR2	9606.ENSP00000362181	1
NDFIP2	9606.ENSP00000480798	0
NDNF	9606.ENSP00000369014	0
NDRG1	9606.ENSP00000404854	0
NDUFA10	9606.ENSP00000252711	1
NDUFA4L2	9606.ENSP00000377411	2
NEFM	9606.ENSP00000221166	3
NEIL1	9606.ENSP00000347170	0
NELL2	9606.ENSP00000416341	0
NES	9606.ENSP00000357206	4
NEU3	9606.ENSP00000294064	0
NEXN	9606.ENSP00000333938	0
NF1	9606.ENSP00000351015	2
NFATC2	9606.ENSP00000379330	4
NFYA	9606.ENSP00000345702	1
NGEF	9606.ENSP00000264051	1
NHSL1	9606.ENSP00000394546	1
NID1	9606.ENSP00000264187	4
NID2	9606.ENSP00000216286	3
NIM1K	9606.ENSP00000420849	0
NIPAL1	9606.ENSP00000295461	0
NKAP	9606.ENSP00000360464	3
NKX2-1	9606.ENSP00000346879	1
NKX2-2	9606.ENSP00000366347	0
NLGN4X	9606.ENSP00000370483	9
NLGN4Y	9606.ENSP00000348169	9
NLRP1	9606.ENSP00000460475	2
NNAT	9606.ENSP00000497164	0
NOL4	9606.ENSP00000261592	1
NOS1	9606.ENSP00000477999	2
NOTCH3	9606.ENSP00000263388	1
NOX1	9606.ENSP00000362057	3
NOX4	9606.ENSP00000263317	3
NPAS3	9606.ENSP00000348460	0
NPC1L1	9606.ENSP00000289547	0
NPFF	9606.ENSP00000267017	0
NPHP4	9606.ENSP00000367398	0
NPHS2	9606.ENSP00000356587	0
NPR1	9606.ENSP00000357669	0
NPTX1	9606.ENSP00000307549	1
NPTXR	9606.ENSP00000327545	0
NPY1R	9606.ENSP00000354652	1
NQO1	9606.ENSP00000319788	0
NR1H3	9606.ENSP00000477707	2
NR1H4	9606.ENSP00000447149	1
NR2E1	9606.ENSP00000357979	0
NR2E3	9606.ENSP00000482504	0
NR5A2	9606.ENSP00000356331	4
NRK	9606.ENSP00000434830	0
NRN1	9606.ENSP00000480483	0
NRP1	9606.ENSP00000265371	6
NRP2	9606.ENSP00000353582	4
NRXN3	9606.ENSP00000489551	10
NSG1	9606.ENSP00000388823	0
NT5E	9606.ENSP00000257770	0
NTN4	9606.ENSP00000340998	3
NTNG2	9606.ENSP00000376921	2
NUDT5	9606.ENSP00000419628	0
NUS1	9606.ENSP00000357480	0
OAS1	9606.ENSP00000388001	0
OBP2A	9606.ENSP00000342097	0
OCA2	9606.ENSP00000346659	0
ODAM	9606.ENSP00000379401	0
OIT3	9606.ENSP00000333900	0
OLA1	9606.ENSP00000284719	0
OLIG1	9606.ENSP00000371785	0
OPHN1	9606.ENSP00000347710	0
OPN3	9606.ENSP00000355512	5
OPTN	9606.ENSP00000368022	2
OR3A1	9606.ENSP00000313803	1
OR7A5	9606.ENSP00000316955	0
OSBPL10	9606.ENSP00000379804	0
OSBPL3	9606.ENSP00000315410	0
OSMR	9606.ENSP00000274276	3
OSTF1	9606.ENSP00000340836	0
OSTM1	9606.ENSP00000193322	0
OTUB2	9606.ENSP00000203664	2
OTUD6B	9606.ENSP00000285420	0
OTUD7A	9606.ENSP00000305926	0
P2RY14	9606.ENSP00000308361	0
P4HA1	9606.ENSP00000263556	0
P4HA3	9606.ENSP00000401749	0
PACSIN2	9606.ENSP00000263246	1
PAG1	9606.ENSP00000220597	2
PAIP1	9606.ENSP00000302768	3
PAK5	9606.ENSP00000367686	1
PALD1	9606.ENSP00000263563	0
PALMD	9606.ENSP00000263174	0
PAN3	9606.ENSP00000370345	2
PANX1	9606.ENSP00000227638	0
PAPLN	9606.ENSP00000345395	0
PAPPA2	9606.ENSP00000356634	0
PARP12	9606.ENSP00000263549	0
PARP3	9606.ENSP00000381740	0
PARP8	9606.ENSP00000281631	0
PATE2	9606.ENSP00000351325	0
PAX2	9606.ENSP00000359319	0
PAX3	9606.ENSP00000375921	1
PAX7	9606.ENSP00000364524	1
PBX2	9606.ENSP00000364190	3
PBX3	9606.ENSP00000362588	1
PBX4	9606.ENSP00000251203	1
PBXIP1	9606.ENSP00000357448	1
PCCA	9606.ENSP00000365462	0
PCDH11X	9606.ENSP00000362186	0
PCDHA2	9606.ENSP00000431748	0
PCDHA4	9606.ENSP00000435300	1
PCDHA6	9606.ENSP00000433378	0
PCDHB10	9606.ENSP00000239446	0
PCDHB15	9606.ENSP00000231173	0
PCDHB4	9606.ENSP00000194152	0
PCDHGA12	9606.ENSP00000252085	0
PCED1B	9606.ENSP00000446688	0
PCF11	9606.ENSP00000298281	2
PCIF1	9606.ENSP00000361486	1
PCK1	9606.ENSP00000319814	0
PCLO	9606.ENSP00000334319	1
PCSK1	9606.ENSP00000308024	0
PDE1A	9606.ENSP00000410309	0
PDE2A	9606.ENSP00000334910	1
PDE4C	9606.ENSP00000469696	0
PDE4D	9606.ENSP00000345502	3
PDE4DIP	9606.ENSP00000358363	1
PDE6G	9606.ENSP00000328412	1
PDE8A	9606.ENSP00000378056	0
PDE9A	9606.ENSP00000291539	1
PDLIM2	9606.ENSP00000312634	2
PDLIM3	9606.ENSP00000284767	2
PDPN	9606.ENSP00000294489	1
PDX1	9606.ENSP00000370421	1
PDZRN3	9606.ENSP00000263666	0
PEA15	9606.ENSP00000357055	0
PFDN5	9606.ENSP00000447942	0
PGM2L1	9606.ENSP00000298198	0
PHEX	9606.ENSP00000368682	1
PHF20L1	9606.ENSP00000378784	6
PHF7	9606.ENSP00000333024	1
PHF8	9606.ENSP00000350676	2
PHLDA3	9606.ENSP00000356280	0
PI15	9606.ENSP00000260113	0
PI4K2B	9606.ENSP00000264864	0
PID1	9606.ENSP00000283937	0
PIK3AP1	9606.ENSP00000339826	2
PIK3C2B	9606.ENSP00000356155	4
PIK3C2G	9606.ENSP00000445381	4
PIK3CA	9606.ENSP00000263967	42
PIK3R5	9606.ENSP00000392812	11
PIN4	9606.ENSP00000499466	1
PITPNM1	9606.ENSP00000348772	0
PITPNM2	9606.ENSP00000322218	0
PIWIL2	9606.ENSP00000349208	1
PKP1	9606.ENSP00000263946	6
PKP3	9606.ENSP00000331678	6
PLA2G10	9606.ENSP00000393847	1
PLA2G5	9606.ENSP00000364249	1
PLA2R1	9606.ENSP00000283243	1
PLBD1	9606.ENSP00000240617	0
PLCB4	9606.ENSP00000367762	0
PLCH2	9606.ENSP00000367747	0
PLCXD3	9606.ENSP00000367032	0
PLEKHB1	9606.ENSP00000346127	0
PLEKHG3	9606.ENSP00000247226	0
PLEKHO1	9606.ENSP00000358120	1
PLGLB1	9606.ENSP00000347933	0
PLN	9606.ENSP00000350132	4
PLPP1	9606.ENSP00000264775	0
PLPPR5	9606.ENSP00000263177	0
PLXNA2	9606.ENSP00000356000	5
PLXNB2	9606.ENSP00000352288	5
PLXNB3	9606.ENSP00000442736	5
PNLIP	9606.ENSP00000358223	2
PODN	9606.ENSP00000379212	0
POLD4	9606.ENSP00000311368	2
POLK	9606.ENSP00000241436	3
POM121L12	9606.ENSP00000386133	0
PON3	9606.ENSP00000265627	0
POU2AF1	9606.ENSP00000376786	3
POU2F1	9606.ENSP00000356840	6
POU2F2	9606.ENSP00000431603	3
POU2F3	9606.ENSP00000260264	2
POU3F3	9606.ENSP00000355001	0
POU4F3	9606.ENSP00000495718	0
POU5F1	9606.ENSP00000259915	3
POU6F2	9606.ENSP00000384004	0
PPARG	9606.ENSP00000287820	6
PPARGC1A	9606.ENSP00000264867	6
PPFIA2	9606.ENSP00000450337	4
PPM1E	9606.ENSP00000312411	0
PPM1F	9606.ENSP00000263212	0
PPM1J	9606.ENSP00000308926	0
PPP1R12B	9606.ENSP00000375821	0
PPP1R16B	9606.ENSP00000299824	0
PPP1R18	9606.ENSP00000480270	0
PPP1R3C	9606.ENSP00000238994	2
PPP2R2B	9606.ENSP00000377936	2
PPP3CC	9606.ENSP00000380878	4
PRAG1	9606.ENSP00000481109	1
PRAME	9606.ENSP00000445675	3
PRDM2	9606.ENSP00000235372	0
PRDX5	9606.ENSP00000265462	0
PRG4	9606.ENSP00000399679	0
PRICKLE1	9606.ENSP00000345064	0
PRKAA1	9606.ENSP00000346148	6
PRKAA2	9606.ENSP00000360290	4
PRKAG2	9606.ENSP00000287878	4
PRKCB	9606.ENSP00000496129	2
PRKCE	9606.ENSP00000306124	0
PRKCH	9606.ENSP00000329127	0
PRKRA	9606.ENSP00000318176	3
PRKX	9606.ENSP00000262848	1
PRKY	9606.ENSP00000498737	1
PRLR	9606.ENSP00000482954	1
PRMT2	9606.ENSP00000380759	0
PROCR	9606.ENSP00000216968	1
PROZ	9606.ENSP00000344458	0
PRR13	9606.ENSP00000412064	1
PRR29	9606.ENSP00000396936	0
PRR4	9606.ENSP00000228811	0
PRR5L	9606.ENSP00000368144	1
PRSS35	9606.ENSP00000358714	0
PRSS50	9606.ENSP00000326598	0
PSD2	9606.ENSP00000274710	0
PSD3	9606.ENSP00000324127	0
PSMA6	9606.ENSP00000261479	8
PSMB10	9606.ENSP00000351314	5
PSMB8	9606.ENSP00000364016	6
PSMB9	9606.ENSP00000363993	5
PSMD6	9606.ENSP00000418695	9
PSORS1C2	9606.ENSP00000259845	0
PSTK	9606.ENSP00000384653	0
PTAR1	9606.ENSP00000344299	2
PTEN	9606.ENSP00000361021	6
PTGDR	9606.ENSP00000303424	0
PTGES	9606.ENSP00000342385	0
PTGR1	9606.ENSP00000385763	0
PTH1R	9606.ENSP00000402723	2
PTH2R	9606.ENSP00000272847	2
PTPN13	9606.ENSP00000394794	3
PTPN14	9606.ENSP00000355923	2
PTPN21	9606.ENSP00000452414	1
PTPN3	9606.ENSP00000363667	2
PTPN5	9606.ENSP00000351342	0
PTPN6	9606.ENSP00000391592	15
PTPRD	9606.ENSP00000370593	4
PTPRG	9606.ENSP00000418112	0
PTPRN	9606.ENSP00000295718	0
PVALB	9606.ENSP00000216200	0
PYCARD	9606.ENSP00000247470	3
PYGO1	9606.ENSP00000302327	4
QKI	9606.ENSP00000355094	3
QPRT	9606.ENSP00000378782	0
RAB18	9606.ENSP00000478479	1
RAB26	9606.ENSP00000210187	2
RAB29	9606.ENSP00000356107	1
RAB2A	9606.ENSP00000262646	1
RAB3B	9606.ENSP00000360718	1
RAB5C	9606.ENSP00000447053	4
RABGAP1L	9606.ENSP00000251507	0
RAD23B	9606.ENSP00000350708	5
RAG2	9606.ENSP00000478672	0
RAI14	9606.ENSP00000427123	1
RALYL	9606.ENSP00000430128	0
RANBP17	9606.ENSP00000427975	0
RANBP9	9606.ENSP00000011619	2
RAP1GAP	9606.ENSP00000363895	2
RAP1GAP2	9606.ENSP00000254695	0
RAP2C	9606.ENSP00000359911	1
RAPGEF1	9606.ENSP00000361264	4
RAPGEF2	9606.ENSP00000264431	2
RAPGEF3	9606.ENSP00000395708	1
RAPGEF4	9606.ENSP00000380271	1
RASAL1	9606.ENSP00000450244	1
RASEF	9606.ENSP00000365630	0
RASGRF2	9606.ENSP00000265080	4
RASGRP1	9606.ENSP00000310244	0
RASL10A	9606.ENSP00000216101	1
RASSF2	9606.ENSP00000368710	0
RASSF8	9606.ENSP00000384491	0
RBBP6	9606.ENSP00000317872	3
RBFOX1	9606.ENSP00000391269	0
RBM33	9606.ENSP00000384160	0
RBMS3	9606.ENSP00000373277	0
RBSN	9606.ENSP00000253699	1
RCAN3	9606.ENSP00000363516	1
RCBTB2	9606.ENSP00000389910	0
RCSD1	9606.ENSP00000356828	0
RDH16	9606.ENSP00000381206	0
REG4	9606.ENSP00000346158	0
RELL1	9606.ENSP00000398778	0
REPS1	9606.ENSP00000392065	6
RERG	9606.ENSP00000256953	1
RETREG1	9606.ENSP00000304642	0
RFC1	9606.ENSP00000371321	4
RFLNB	9606.ENSP00000331915	0
RFTN2	9606.ENSP00000295049	0
RFX4	9606.ENSP00000350552	0
RGS12	9606.ENSP00000339381	1
RGS19	9606.ENSP00000378483	1
RGS5	9606.ENSP00000433001	1
RGS6	9606.ENSP00000451030	2
RGS7	9606.ENSP00000355523	2
RGS9	9606.ENSP00000262406	2
RHBDF2	9606.ENSP00000322775	0
RHBDL1	9606.ENSP00000219551	1
RHBDL3	9606.ENSP00000269051	0
RHOA	9606.ENSP00000400175	18
RICTOR	9606.ENSP00000296782	3
RNASEH2B	9606.ENSP00000337623	0
RNASET2	9606.ENSP00000426455	0
RND2	9606.ENSP00000466680	11
RNF125	9606.ENSP00000217740	0
RNF150	9606.ENSP00000425840	0
RNF165	9606.ENSP00000269439	0
RNF213	9606.ENSP00000464087	0
RNF32	9606.ENSP00000385285	0
RNLS	9606.ENSP00000332530	0
RNPC3	9606.ENSP00000432886	1
ROBO2	9606.ENSP00000417335	2
ROR1	9606.ENSP00000360120	2
